carat,cut,color,clarity,depth,table,price,x,y,z
1.12,Good,I,VS2,63.8,55,4853,6.63,6.57,4.21
0.7,Good,I,VS2,59.4,57,2234,5.77,5.82,3.44
1.2,Good,J,VS2,63.7,58,4466,6.61,6.68,4.23
0.73,Good,J,VS2,60.8,63,2098,5.67,5.78,3.48
1.23,Good,J,VS2,63.6,60,4727,6.77,6.73,4.29
0.41,Good,J,VS2,64.3,55,606,4.66,4.7,3.01
0.38,Very Good,D,VS2,58.8,61,871,4.72,4.77,2.79
0.7,Very Good,D,VS2,60.6,60,3668,5.71,5.75,3.47
0.72,Very Good,D,VS2,61,59,2697,5.74,5.77,3.51
0.51,Very Good,D,VS2,63.2,56,1722,5.04,5.08,3.2
1.07,Very Good,D,VS2,62.4,57,7415,6.51,6.59,4.09
0.54,Very Good,D,VS2,61.7,55,1817,5.21,5.26,3.23
0.64,Very Good,D,VS2,62.2,58,2297,5.49,5.54,3.43
0.55,Very Good,D,VS2,62.2,60,1796,5.2,5.25,3.25
0.72,Very Good,D,VS2,61.8,58,3075,5.73,5.76,3.55
0.7,Very Good,D,VS2,62.5,55,3052,5.65,5.71,3.55
1.02,Very Good,D,VS2,63.2,58,7677,6.4,6.36,4.03
0.51,Very Good,D,VS2,60.5,60,1787,5.16,5.19,3.13
0.9,Very Good,D,VS2,62.3,56,5476,6.14,6.18,3.84
0.4,Very Good,D,VS2,63.5,55,952,4.69,4.66,2.97
0.54,Very Good,D,VS2,61.1,59,1583,5.25,5.29,3.22
0.51,Very Good,E,VS2,61.2,60,1554,5.11,5.18,3.15
0.46,Very Good,E,VS2,62.2,58,1243,4.95,4.99,3.09
0.51,Very Good,E,VS2,61.3,60,1656,5.11,5.16,3.15
0.3,Very Good,E,VS2,62.8,56,658,4.28,4.32,2.7
0.58,Very Good,E,VS2,59.6,59,1906,5.4,5.44,3.23
1.01,Very Good,E,VS2,62.9,60,6714,6.36,6.4,4.01
1,Very Good,E,VS2,62.9,57,7607,6.33,6.35,3.99
1.63,Very Good,E,VS2,61.8,58,13555,7.49,7.57,4.65
0.91,Very Good,E,VS2,59.4,59,4795,6.3,6.36,3.76
0.4,Very Good,E,VS2,64,52,925,4.66,4.69,2.99
0.93,Very Good,E,VS2,61.4,58,5616,6.22,6.29,3.84
1.01,Very Good,E,VS2,61.6,58,6754,6.43,6.49,3.98
0.39,Very Good,E,VS2,62.7,59,794,4.64,4.68,2.92
1.1,Very Good,E,VS2,61.9,55,6776,6.61,6.67,4.11
0.3,Very Good,E,VS2,62.9,58,544,4.27,4.31,2.7
0.37,Very Good,E,VS2,61.8,59,811,4.56,4.6,2.83
0.31,Very Good,E,VS2,61.8,59,680,4.3,4.37,2.68
0.56,Very Good,E,VS2,61.8,56,1819,5.28,5.31,3.27
0.43,Very Good,E,VS2,62.8,56,981,4.79,4.86,3.03
0.53,Very Good,E,VS2,61.4,55,1607,5.21,5.24,3.21
0.25,Very Good,E,VS2,63.3,60,404,4,4.03,2.54
1,Very Good,E,VS2,61.9,57,6732,6.35,6.38,3.94
0.85,Very Good,E,VS2,60.2,60,3871,6.09,6.14,3.68
0.3,Very Good,E,VS2,61.5,58,640,4.28,4.31,2.64
1.51,Very Good,E,VS2,63.2,56,13757,7.28,7.22,4.58
0.3,Very Good,F,VS2,62.7,58,605,4.25,4.3,2.68
0.7,Very Good,F,VS2,61.6,60,2737,5.59,5.65,3.46
0.43,Very Good,F,VS2,61.6,59,905,4.78,4.87,2.97
0.31,Very Good,F,VS2,62.7,57,500,4.31,4.36,2.72
1.01,Very Good,F,VS2,58.8,59,6288,6.55,6.59,3.86
0.9,Very Good,F,VS2,61.9,57,4678,6.17,6.23,3.84
0.39,Very Good,F,VS2,62.1,59,716,4.69,4.71,2.92
0.3,Very Good,F,VS2,63.4,59,725,4.25,4.23,2.69
1.68,Very Good,F,VS2,61.1,60,15309,7.63,7.7,4.68
0.53,Very Good,F,VS2,59.2,58,1693,5.29,5.31,3.14
1.1,Very Good,F,VS2,63.5,55,5218,6.58,6.52,4.16
1,Very Good,F,VS2,62.9,59,6183,6.4,6.47,4.02
1.01,Very Good,F,VS2,61,59,5560,6.39,6.46,3.92
0.33,Very Good,F,VS2,61.2,58,666,4.45,4.5,2.74
1.01,Very Good,F,VS2,60,63,6598,6.46,6.48,3.88
0.9,Very Good,F,VS2,63.4,57,4637,6.19,6.08,3.89
0.7,Very Good,F,VS2,62.6,57,2362,5.62,5.69,3.54
1.03,Very Good,F,VS2,63.4,62,6218,6.34,6.31,4.01
1.2,Very Good,F,VS2,62.6,56,8334,6.73,6.78,4.23
0.9,Very Good,F,VS2,62.3,59,4846,6.1,6.16,3.82
0.61,Very Good,F,VS2,59.6,61,1971,5.5,5.58,3.3
0.51,Very Good,F,VS2,63.2,58,1417,5.07,5.05,3.2
1.02,Very Good,F,VS2,63.2,57,6659,6.34,6.41,4.03
1.09,Very Good,G,VS2,60.9,56,6388,6.67,6.7,4.07
1.01,Very Good,G,VS2,62.8,58,5119,6.35,6.42,4.01
0.57,Very Good,G,VS2,62.8,57,1608,5.23,5.28,3.3
0.67,Very Good,G,VS2,60.4,61,2080,5.61,5.64,3.4
0.7,Very Good,G,VS2,61.3,57,2433,5.66,5.7,3.48
1.07,Very Good,G,VS2,62.9,59,6525,6.49,6.52,4.09
0.3,Very Good,G,VS2,63.5,55,675,4.25,4.22,2.69
0.51,Very Good,G,VS2,62.9,54,1438,5.08,5.12,3.21
1.01,Very Good,G,VS2,63,57,5919,6.35,6.42,4.02
0.39,Very Good,G,VS2,59.8,61,734,4.72,4.75,2.83
1.2,Very Good,G,VS2,63.3,58,7741,6.74,6.66,4.24
0.3,Very Good,G,VS2,63,55,526,4.29,4.31,2.71
0.41,Very Good,G,VS2,60.5,56,834,4.81,4.85,2.92
0.32,Very Good,G,VS2,62.4,59,561,4.33,4.36,2.71
0.72,Very Good,G,VS2,63.7,56.4,2776,5.62,5.69,3.61
1.6,Very Good,G,VS2,61,57,14383,7.55,7.59,4.62
0.71,Very Good,G,VS2,61.3,59,2690,5.72,5.76,3.52
1.51,Very Good,G,VS2,63.3,60,12872,7.28,7.2,4.58
1.52,Very Good,G,VS2,61.9,56,13161,7.28,7.39,4.54
0.33,Very Good,G,VS2,60.9,56,579,4.46,4.5,2.73
0.7,Very Good,G,VS2,63.2,57,2353,5.61,5.66,3.56
1.07,Very Good,G,VS2,61.9,60,6101,6.48,6.55,4.03
1.09,Very Good,G,VS2,59.9,56,5783,6.59,6.73,3.99
0.33,Very Good,G,VS2,61.3,61,540,4.43,4.47,2.73
0.92,Very Good,H,VS2,63.1,57,4173,6.2,6.17,3.9
0.9,Very Good,H,VS2,61.6,63,3878,6.1,6.14,3.77
0.37,Very Good,H,VS2,61.2,54,537,4.62,4.7,2.85
1.5,Very Good,H,VS2,60.7,61,11025,7.34,7.41,4.48
1.08,Very Good,H,VS2,58.1,62,5524,6.72,6.74,3.91
1.21,Very Good,H,VS2,62.9,57,6189,6.75,6.8,4.26
0.7,Very Good,H,VS2,62.9,58,2276,5.6,5.65,3.54
0.5,Very Good,H,VS2,61.2,55,1411,5.12,5.16,3.15
0.41,Very Good,H,VS2,60,57,915,4.92,4.88,2.94
1.01,Very Good,H,VS2,60.7,58,5638,6.47,6.51,3.94
2.2,Very Good,H,VS2,63.3,58,16239,8.25,8.22,5.21
1.61,Very Good,H,VS2,59.4,58,11627,7.64,7.74,4.57
1.01,Very Good,H,VS2,63.3,58,4692,6.33,6.27,3.99
0.3,Very Good,H,VS2,61.1,61,473,4.29,4.32,2.63
1.01,Very Good,H,VS2,61.2,57,5861,6.49,6.41,3.95
0.8,Very Good,H,VS2,59.1,59,2953,6.02,6.07,3.57
0.61,Very Good,H,VS2,63.3,57.5,1590,5.38,5.4,3.41
0.31,Very Good,H,VS2,60,60,489,4.4,4.43,2.65
1.01,Very Good,H,VS2,61,63,4959,6.38,6.41,3.9
0.7,Very Good,I,VS2,62.8,55,1867,5.63,5.67,3.55
2,Very Good,I,VS2,63.3,56,16694,8.03,7.98,5.07
0.9,Very Good,I,VS2,63.2,56,3570,6.15,6.09,3.87
0.32,Very Good,I,VS2,62.8,58,449,4.33,4.37,2.73
0.38,Very Good,I,VS2,61.5,58,633,4.61,4.62,2.84
2.01,Very Good,I,VS2,59.6,60,16304,8.13,8.19,4.86
1.5,Very Good,I,VS2,63,57,8662,7.2,7.25,4.55
0.31,Very Good,I,VS2,60.7,61,435,4.32,4.34,2.63
0.9,Very Good,I,VS2,63.4,57,3489,6.07,6.1,3.86
1.51,Very Good,I,VS2,63.1,56,8223,7.26,7.32,4.6
0.31,Very Good,I,VS2,59.3,59,406,4.38,4.42,2.61
0.9,Very Good,I,VS2,62.1,61,3535,6.08,6.12,3.79
0.59,Very Good,I,VS2,61.2,57,1445,5.4,5.42,3.31
1.13,Very Good,I,VS2,61.6,57,4348,6.73,6.78,4.16
0.43,Very Good,J,VS2,60.9,59,731,4.86,4.9,2.97
0.73,Very Good,J,VS2,60.6,61,1952,5.77,5.81,3.51
0.76,Very Good,J,VS2,59.9,59,1949,5.92,5.94,3.55
0.55,Very Good,J,VS2,62.6,57,1062,5.17,5.21,3.25
0.7,Very Good,J,VS2,58.2,60,1896,5.86,5.9,3.42
1.33,Very Good,J,VS2,63.9,57,5913,6.91,6.96,4.43
1.57,Very Good,J,VS2,62.6,59,7832,7.39,7.43,4.64
2.44,Very Good,J,VS2,58.1,60,18430,8.89,8.93,5.18
0.5,Very Good,J,VS2,63.4,58,1023,5.07,5.02,3.2
0.38,Premium,D,VS2,61.5,62,1117,4.63,4.6,2.84
0.54,Premium,D,VS2,61.5,58,1892,5.21,5.26,3.22
1.06,Premium,D,VS2,59.3,55,7479,6.7,6.65,3.96
1,Premium,D,VS2,60.8,61,6776,6.41,6.39,3.89
1.26,Premium,D,VS2,62.5,59,9720,6.91,6.85,4.3
0.2,Premium,D,VS2,61.7,60,367,3.77,3.72,2.31
0.56,Premium,D,VS2,61.1,58,1963,5.3,5.34,3.25
0.21,Premium,D,VS2,61.6,59,386,3.82,3.78,2.34
0.5,Premium,D,VS2,61.4,59,1752,5.11,5.15,3.15
0.34,Premium,D,VS2,60.4,60,805,4.51,4.56,2.74
0.4,Premium,D,VS2,62.4,59,982,4.7,4.72,2.94
0.23,Premium,D,VS2,58.5,61,411,4.06,3.98,2.35
0.3,Premium,D,VS2,62.9,61,911,4.29,4.27,2.69
0.31,Premium,D,VS2,62.5,52,816,4.4,4.37,2.74
0.51,Premium,D,VS2,62.7,59,1807,5.09,5.05,3.18
1.55,Premium,D,VS2,61.5,58,16137,7.51,7.48,4.61
1,Premium,D,VS2,61.2,61,6303,6.39,6.35,3.9
0.2,Premium,E,VS2,59,60,367,3.81,3.78,2.24
0.71,Premium,E,VS2,62.4,60,2613,5.68,5.66,3.54
0.56,Premium,E,VS2,61.1,57,1864,5.38,5.33,3.27
0.55,Premium,E,VS2,59.1,62,1664,5.37,5.32,3.16
1.09,Premium,E,VS2,61.6,59,7813,6.62,6.54,4.05
0.58,Premium,E,VS2,59.6,59,2192,5.43,5.38,3.22
0.35,Premium,E,VS2,61.9,61,919,4.54,4.5,2.8
0.52,Premium,E,VS2,60.7,58,1689,5.17,5.21,3.15
1.01,Premium,E,VS2,60.4,57,6697,6.49,6.45,3.91
0.36,Premium,E,VS2,60.3,59,1013,4.64,4.58,2.78
1.02,Premium,E,VS2,62.1,52,6854,6.55,6.49,4.05
0.9,Premium,E,VS2,63,58,4625,6.16,6.13,3.87
0.5,Premium,E,VS2,61.4,58,1629,5.1,5.07,3.12
0.41,Premium,E,VS2,59.8,60,999,4.87,4.83,2.9
0.5,Premium,E,VS2,62.6,60,1629,5.03,5,3.14
0.39,Premium,E,VS2,60.1,61,951,4.76,4.72,2.85
0.33,Premium,E,VS2,60.7,58,928,4.49,4.47,2.72
0.31,Premium,E,VS2,60,59,680,4.35,4.39,2.62
0.36,Premium,E,VS2,61.3,60,1013,4.59,4.54,2.8
1.05,Premium,E,VS2,62.1,58,7056,6.54,6.5,4.05
1.03,Premium,E,VS2,60,59,6344,6.54,6.6,3.94
0.73,Premium,E,VS2,62.5,61,2862,5.78,5.64,3.59
1.5,Premium,E,VS2,61.8,59,14790,7.31,7.38,4.54
0.3,Premium,E,VS2,62.5,59,844,4.3,4.27,2.68
0.5,Premium,E,VS2,62.9,60,1676,5.1,5.07,3.2
0.5,Premium,E,VS2,61.5,56,1746,5.11,5.07,3.13
0.51,Premium,E,VS2,62.5,60,1709,5.1,5.08,3.18
0.61,Premium,E,VS2,61.2,62,1704,5.48,5.44,3.34
0.33,Premium,E,VS2,61.7,60,723,4.4,4.45,2.73
0.37,Premium,E,VS2,61,59,1041,4.63,4.59,2.81
1.54,Premium,E,VS2,62.7,58,15316,7.37,7.33,4.61
1.59,Premium,F,VS2,60.2,60,15602,7.62,7.59,4.58
0.32,Premium,F,VS2,60.8,58,828,4.44,4.41,2.69
0.4,Premium,F,VS2,61,59,842,4.71,4.76,2.89
0.7,Premium,F,VS2,62,56,2573,5.72,5.67,3.53
1.01,Premium,F,VS2,62.4,56,6271,6.43,6.35,3.99
0.57,Premium,F,VS2,62,54,1760,5.34,5.31,3.3
1.11,Premium,F,VS2,61.9,58,7371,6.7,6.64,4.13
1.51,Premium,F,VS2,61.1,59,14294,7.37,7.32,4.49
0.5,Premium,F,VS2,61.1,60,1654,5.12,5.1,3.12
0.32,Premium,F,VS2,59.7,59,828,4.44,4.41,2.64
1.2,Premium,F,VS2,60.4,59,8796,6.91,6.89,4.17
0.33,Premium,F,VS2,60.1,58,854,4.47,4.45,2.68
1.14,Premium,F,VS2,62,59,7275,6.71,6.64,4.14
0.32,Premium,F,VS2,59.5,61,828,4.46,4.42,2.64
0.31,Premium,F,VS2,62,60,625,4.3,4.34,2.68
0.55,Premium,F,VS2,61.7,56,1819,5.29,5.25,3.25
0.37,Premium,F,VS2,60.5,59,696,4.62,4.67,2.81
0.32,Premium,F,VS2,59.7,62,773,4.43,4.38,2.63
0.4,Premium,F,VS2,60.7,60,1080,4.8,4.75,2.9
1.23,Premium,F,VS2,59.6,58,9016,7.02,6.94,4.16
0.3,Premium,F,VS2,62.5,58,605,4.29,4.32,2.69
0.31,Premium,F,VS2,62,58,625,4.31,4.37,2.69
1.36,Premium,F,VS2,59.3,60,10929,7.23,7.2,4.28
0.5,Premium,F,VS2,60.6,61,1433,5.13,5.1,3.1
0.33,Premium,F,VS2,62.2,58,666,4.43,4.44,2.76
0.52,Premium,F,VS2,61.4,62,1605,5.19,5.16,3.18
1.01,Premium,F,VS2,61.6,59,6587,6.39,6.43,3.95
0.36,Premium,F,VS2,61.4,58,726,4.56,4.6,2.81
0.35,Premium,F,VS2,60.9,57,879,4.58,4.55,2.78
0.37,Premium,F,VS2,61.2,58,746,4.63,4.69,2.85
0.35,Premium,F,VS2,61.8,58,906,4.52,4.48,2.78
0.32,Premium,G,VS2,61.2,59,561,4.38,4.41,2.69
0.27,Premium,G,VS2,62.4,59,397,4.11,4.13,2.57
1.6,Premium,G,VS2,62.2,59,11489,7.45,7.48,4.64
0.81,Premium,G,VS2,62.9,58,3193,5.94,5.88,3.72
0.54,Premium,G,VS2,62.7,58,1637,5.19,5.15,3.24
0.41,Premium,G,VS2,60.8,59,827,4.78,4.8,2.91
0.91,Premium,G,VS2,59.5,58,4241,6.34,6.26,3.75
1,Premium,G,VS2,61.6,58,6048,6.43,6.39,3.95
0.9,Premium,G,VS2,62,60,4137,6.19,6.14,3.82
1.08,Premium,G,VS2,62.4,57,6532,6.56,6.49,4.07
1.56,Premium,G,VS2,61.9,58,13178,7.4,7.44,4.59
1.7,Premium,G,VS2,60.9,60,16123,7.71,7.68,4.69
1.22,Premium,G,VS2,61.2,58,7870,6.91,6.81,4.2
1.54,Premium,G,VS2,61.1,59,12308,7.44,7.4,4.53
0.34,Premium,G,VS2,60.3,59,596,4.49,4.53,2.72
1.11,Premium,G,VS2,61.4,58,6534,6.7,6.66,4.1
1.01,Premium,G,VS2,62.5,60,5620,6.37,6.31,3.96
1.05,Premium,G,VS2,62.5,55,5927,6.59,6.54,4.1
0.32,Premium,G,VS2,62.3,58,561,4.36,4.41,2.73
1.51,Premium,G,VS2,61.2,61,13194,7.44,7.33,4.52
0.32,Premium,G,VS2,60.7,58,561,4.38,4.42,2.67
0.39,Premium,G,VS2,61.2,60,1009,4.73,4.68,2.88
0.31,Premium,G,VS2,61.8,58,435,4.35,4.39,2.7
1.2,Premium,G,VS2,62.1,61,7728,6.74,6.68,4.17
0.9,Premium,G,VS2,60.8,61,4259,6.22,6.12,3.75
0.31,Premium,G,VS2,59,60,698,4.41,4.37,2.59
0.42,Premium,G,VS2,61.9,58,847,4.77,4.82,2.97
0.75,Premium,G,VS2,61.7,58,2760,5.85,5.79,3.59
1.79,Premium,G,VS2,61.2,58,17358,7.9,7.82,4.81
1.39,Premium,G,VS2,62,56,8874,7.18,7.14,4.44
0.31,Premium,G,VS2,61.7,58,698,4.34,4.32,2.67
1.5,Premium,G,VS2,62.5,59,12308,7.32,7.28,4.56
1.04,Premium,G,VS2,62.2,58,6122,6.49,6.4,4.01
0.32,Premium,G,VS2,62.3,60,561,4.37,4.4,2.73
0.9,Premium,G,VS2,61.1,58,4152,6.22,6.25,3.81
0.32,Premium,G,VS2,61.9,58,720,4.43,4.36,2.72
0.91,Premium,H,VS2,61.9,59,4128,6.23,6.18,3.84
1.7,Premium,H,VS2,62.4,57,13298,7.6,7.54,4.72
1.54,Premium,H,VS2,61.9,61,10758,7.41,7.33,4.56
1.41,Premium,H,VS2,61.2,60,8654,7.17,7.21,4.4
1.01,Premium,H,VS2,61.5,59,5400,6.49,6.48,3.99
1.01,Premium,H,VS2,61.3,59,4959,6.44,6.48,3.96
0.38,Premium,H,VS2,60.9,60,898,4.67,4.62,2.83
1.57,Premium,H,VS2,62.2,58,11415,7.45,7.4,4.62
1.55,Premium,H,VS2,60.4,60,11149,7.44,7.39,4.48
0.7,Premium,H,VS2,61.8,60,2330,5.68,5.71,3.52
1.54,Premium,H,VS2,61.8,59,10897,7.4,7.35,4.56
1.11,Premium,H,VS2,62,59,5395,6.66,6.59,4.11
0.37,Premium,H,VS2,61.4,58,749,4.64,4.61,2.84
0.3,Premium,H,VS2,62.9,59,608,4.3,4.26,2.69
0.33,Premium,H,VS2,61.3,60,521,4.44,4.47,2.73
1.71,Premium,H,VS2,58.8,60,12607,7.85,7.8,4.6
0.32,Premium,H,VS2,62.5,59,648,4.38,4.33,2.72
1.82,Premium,H,VS2,61.6,60,14749,7.78,7.74,4.78
1.21,Premium,H,VS2,59.3,60,6849,6.93,6.99,4.13
0.32,Premium,H,VS2,61.4,60,505,4.39,4.41,2.7
1.56,Premium,H,VS2,62.4,58,10331,7.44,7.39,4.63
1.02,Premium,H,VS2,61.2,58,5312,6.5,6.47,3.97
0.31,Premium,H,VS2,62.4,59,628,4.34,4.31,2.7
2.05,Premium,H,VS2,60.7,61,16235,8.25,8.13,4.97
1.56,Premium,H,VS2,62.2,58,10424,7.41,7.44,4.62
0.49,Premium,H,VS2,59.5,62,1103,5.14,5.12,3.05
1.55,Premium,H,VS2,60.7,58,11567,7.51,7.47,4.55
1.15,Premium,I,VS2,62.6,56,5120,6.74,6.67,4.2
0.9,Premium,I,VS2,62.8,61,3246,6.12,6.02,3.81
0.61,Premium,I,VS2,61.8,56,1438,5.44,5.41,3.35
1.7,Premium,I,VS2,60.7,59,11519,7.63,7.7,4.65
1.55,Premium,I,VS2,61.3,58,7656,7.48,7.44,4.57
1.51,Premium,I,VS2,61.8,59,9301,7.36,7.4,4.56
0.71,Premium,I,VS2,62.9,60,2362,5.66,5.62,3.55
0.31,Premium,I,VS2,60.7,61,558,4.34,4.32,2.63
2.01,Premium,I,VS2,61.7,60,16700,8.09,8.02,4.97
0.38,Premium,I,VS2,61.5,58,812,4.62,4.61,2.84
2.14,Premium,I,VS2,60.7,59,17193,8.33,8.28,5.04
0.77,Premium,I,VS2,61.6,58,2275,5.92,5.96,3.66
1.34,Premium,I,VS2,61.8,59,6754,7.07,7.04,4.36
2.03,Premium,I,VS2,60.5,62,16309,8.22,8.17,4.96
2.02,Premium,I,VS2,59,59,17893,8.34,8.27,4.9
1.24,Premium,I,VS2,60.1,59,5889,7.02,6.95,4.2
0.31,Premium,J,VS2,62.5,60,488,4.36,4.31,2.71
1.19,Premium,J,VS2,62.8,57,4761,6.78,6.7,4.23
1.34,Premium,J,VS2,62.6,58,5778,7.08,7.01,4.41
2.07,Premium,J,VS2,61.5,59,13675,8.16,8.2,5.03
0.72,Premium,J,VS2,61.7,58,2043,5.77,5.67,3.53
1.26,Premium,J,VS2,62.5,58,5015,6.9,6.92,4.32
2,Premium,J,VS2,61.5,59,13675,8.11,8.06,4.97
0.31,Premium,J,VS2,62.4,60,380,4.29,4.33,2.69
0.51,Premium,J,VS2,61.9,61,1080,5.12,5.09,3.16
0.54,Premium,J,VS2,62.6,58,1143,5.22,5.16,3.25
0.33,Ideal,D,VS2,62.1,54,781,4.43,4.46,2.76
0.56,Ideal,D,VS2,62.2,56,1929,5.28,5.26,3.28
0.73,Ideal,D,VS2,62.1,56,3182,5.77,5.8,3.59
0.52,Ideal,D,VS2,61.8,55,1919,5.19,5.16,3.2
0.56,Ideal,D,VS2,61.9,57,1963,5.26,5.3,3.27
0.54,Ideal,D,VS2,61.1,57,1993,5.25,5.22,3.2
0.32,Ideal,D,VS2,61.8,57,972,4.36,4.35,2.69
0.3,Ideal,D,VS2,62.2,55,911,4.33,4.29,2.68
0.34,Ideal,D,VS2,62.3,55,805,4.45,4.48,2.78
0.56,Ideal,D,VS2,61.4,55,1963,5.33,5.35,3.28
0.32,Ideal,D,VS2,60.5,56,758,4.45,4.48,2.7
0.78,Ideal,D,VS2,62.3,54,4183,5.87,5.91,3.67
0.51,Ideal,D,VS2,62.4,55,1787,5.11,5.14,3.2
0.52,Ideal,D,VS2,60.3,56,1677,5.24,5.27,3.17
0.71,Ideal,D,VS2,62,57,3153,5.69,5.73,3.54
0.42,Ideal,D,VS2,62.1,54,1031,4.8,4.83,2.99
0.61,Ideal,D,VS2,62,56,2202,5.43,5.48,3.38
0.31,Ideal,D,VS2,61.9,56,734,4.34,4.38,2.7
0.46,Ideal,D,VS2,62.7,57,1388,4.93,4.89,3.08
0.35,Ideal,D,VS2,60.9,57,829,4.51,4.55,2.76
0.31,Ideal,D,VS2,61.5,56,942,4.37,4.34,2.68
0.35,Ideal,D,VS2,62.1,54,777,4.54,4.58,2.83
0.31,Ideal,D,VS2,61.7,55,734,4.35,4.4,2.7
0.32,Ideal,D,VS2,62.1,53,671,4.42,4.44,2.75
0.3,Ideal,D,VS2,61.5,55,710,4.3,4.35,2.66
0.82,Ideal,D,VS2,61.9,56,4628,5.98,6.03,3.72
0.31,Ideal,D,VS2,62,55,734,4.33,4.35,2.69
0.3,Ideal,D,VS2,60.6,58,670,4.31,4.33,2.62
0.35,Ideal,D,VS2,60.6,57,964,4.63,4.58,2.79
0.53,Ideal,D,VS2,62.6,56,1857,5.14,5.18,3.23
0.92,Ideal,D,VS2,61.4,56,6513,6.26,6.28,3.85
0.53,Ideal,D,VS2,61.2,55,1857,5.21,5.25,3.2
0.31,Ideal,D,VS2,61.5,56,734,4.34,4.37,2.68
0.52,Ideal,D,VS2,61.6,55,1822,5.15,5.2,3.19
0.3,Ideal,D,VS2,62.6,56,911,4.31,4.28,2.69
0.36,Ideal,D,VS2,61.8,55,800,4.58,4.61,2.84
0.32,Ideal,D,VS2,62.7,57,758,4.4,4.44,2.77
0.32,Ideal,D,VS2,62.6,57,972,4.41,4.37,2.75
0.33,Ideal,D,VS2,62.8,54,1002,4.46,4.43,2.79
0.31,Ideal,D,VS2,61.5,56,734,4.37,4.41,2.7
0.71,Ideal,D,VS2,61.4,57,3222,5.73,5.77,3.53
0.5,Ideal,D,VS2,60.1,59,1646,5.14,5.17,3.1
0.31,Ideal,D,VS2,62.5,56,942,4.36,4.31,2.71
0.28,Ideal,D,VS2,62.4,57,625,4.2,4.16,2.61
0.75,Ideal,D,VS2,61.7,55,3625,5.82,5.85,3.6
0.4,Ideal,D,VS2,62.3,57,1050,4.75,4.72,2.95
0.57,Ideal,E,VS2,61.7,56,1949,5.36,5.34,3.3
0.53,Ideal,E,VS2,62.5,57,1727,5.18,5.16,3.23
0.7,Ideal,E,VS2,61.5,56,2940,5.73,5.68,3.51
0.55,Ideal,E,VS2,61.8,57,1667,5.27,5.34,3.28
0.58,Ideal,E,VS2,61.1,57,1984,5.41,5.39,3.3
0.5,Ideal,E,VS2,61.4,56,1629,5.12,5.08,3.13
0.3,Ideal,E,VS2,62.8,56,844,4.32,4.28,2.7
0.53,Ideal,E,VS2,61,57,1727,5.26,5.23,3.2
0.3,Ideal,E,VS2,62.4,56,844,4.33,4.26,2.68
0.3,Ideal,E,VS2,61.8,56,658,4.3,4.34,2.67
0.3,Ideal,E,VS2,62.5,56,658,4.28,4.3,2.68
0.75,Ideal,E,VS2,62,56,3120,5.82,5.85,3.62
0.7,Ideal,E,VS2,62.2,55,2616,5.72,5.69,3.55
0.5,Ideal,E,VS2,60.6,59,1655,5.1,5.2,3.12
0.57,Ideal,E,VS2,61.8,55,1851,5.34,5.38,3.31
0.55,Ideal,E,VS2,59.3,57,1767,5.43,5.39,3.21
0.53,Ideal,E,VS2,61.8,55,2163,5.21,5.24,3.23
0.5,Ideal,E,VS2,62.9,55,1676,5.11,5.07,3.2
0.56,Ideal,E,VS2,61.7,54,1915,5.35,5.28,3.28
1,Ideal,E,VS2,61.6,57,6600,6.38,6.44,3.95
0.78,Ideal,E,VS2,61.1,55,3713,5.99,5.96,3.65
0.3,Ideal,E,VS2,61.8,55,673,4.32,4.33,2.68
0.41,Ideal,E,VS2,61.8,56,935,4.74,4.78,2.94
0.34,Ideal,E,VS2,62.4,56,956,4.49,4.45,2.79
0.33,Ideal,E,VS2,60.8,57,723,4.45,4.47,2.71
0.41,Ideal,E,VS2,62.3,54,875,4.74,4.8,2.97
0.33,Ideal,E,VS2,61.5,57,928,4.47,4.41,2.73
0.34,Ideal,E,VS2,62.5,55,745,4.46,4.5,2.8
0.61,Ideal,E,VS2,59.7,57,2115,5.57,5.52,3.31
0.3,Ideal,E,VS2,61.7,55,844,4.32,4.3,2.66
0.33,Ideal,E,VS2,62.3,56,723,4.46,4.47,2.78
0.34,Ideal,E,VS2,62.6,55,745,4.43,4.45,2.78
0.57,Ideal,E,VS2,60.4,57,1728,5.36,5.4,3.25
0.37,Ideal,E,VS2,62.3,56,811,4.56,4.59,2.85
0.33,Ideal,E,VS2,61.9,54,723,4.42,4.47,2.75
0.53,Ideal,E,VS2,60,57,1813,5.3,5.24,3.16
0.55,Ideal,E,VS2,62,55,1816,5.26,5.28,3.27
0.57,Ideal,E,VS2,60.8,56,1728,5.35,5.4,3.27
0.52,Ideal,E,VS2,62,55,1815,5.19,5.14,3.2
1.25,Ideal,E,VS2,60.7,56,11422,6.97,6.99,4.24
0.53,Ideal,E,VS2,61.9,56,1721,5.19,5.21,3.22
0.52,Ideal,E,VS2,61.3,56,1621,5.17,5.21,3.18
0.5,Ideal,E,VS2,62.1,57,1629,5.1,5.05,3.15
0.41,Ideal,E,VS2,61.8,57,935,4.76,4.78,2.95
0.4,Ideal,E,VS2,62.9,55,975,4.73,4.72,2.97
0.54,Ideal,E,VS2,61.9,55,1754,5.2,5.24,3.23
0.34,Ideal,E,VS2,62.5,55,692,4.45,4.48,2.79
0.5,Ideal,E,VS2,62.7,55,1451,5.08,5.12,3.2
0.52,Ideal,E,VS2,62,55,1689,5.14,5.19,3.2
0.31,Ideal,E,VS2,62.5,54,720,4.33,4.37,2.72
